"effective_on","description","amount","account_balance_id","tenant_id","ledger_id","facility_id","created_at","updated_at","uuid","reversal","account_balance_item_id","internal_account_code","daily_transaction","transaction_type","hidden","reference_number","display_code","id"
2014-02-04 18:08:43.500,Mastercard XXXX6425,100.00,108577,3709,5290,13,2014-04-08 03:05:33.213,2014-04-08 03:05:33.213,bd5e0181-1085-4778-8f36-4d370a495d9e,false,48600,"1021",false,,false,,,93593
2014-02-04 18:08:43.500,Unit #032,-100.00,108574,3709,5290,13,2014-04-08 03:05:33.224,2014-04-08 03:05:33.224,d97c5d16-b1a7-4d9e-9862-cfcf8a92ae9e,false,48600,"4000",false,,false,,,93594
2014-03-05 19:12:24.208,Mastercard XXXX6425,92.50,108584,3709,5290,13,2014-04-08 03:05:33.500,2014-04-08 03:05:33.500,"7a7145ca-c31e-4bc1-86ec-1951b4455ac8",false,48603,"1021",false,,false,,,93595
2014-03-05 19:12:24.208,Unit #032,-92.50,108574,3709,5290,13,2014-04-08 03:05:33.510,2014-04-08 03:05:33.510,"5c9f2d1d-482d-4492-805f-64a2cff22cf4",false,48603,"4000",false,,false,,,93596
2014-03-05 19:12:24.208,Mastercard XXXX6425,65.00,108584,3709,5290,13,2014-04-08 03:05:33.572,2014-04-08 03:05:33.572,"472cf872-40d0-415c-97fe-106e48584ac6",false,48604,"1021",false,,false,,,93597
2014-03-05 19:12:24.208,Unit #032,-65.00,108576,3709,5290,13,2014-04-08 03:05:33.583,2014-04-08 03:05:33.583,"56829d23-4312-438a-b107-42d01feefc7e",false,48604,"4000",false,,false,,,93598
2014-03-08 16:16:14.002,Cash,65.00,108585,3709,5290,13,2014-04-08 03:05:33.769,2014-04-08 03:05:33.769,e040a0a0-3a5a-488e-9273-fe9ff49b97e6,false,48605,"1000",false,,false,,,93599
2014-03-08 16:16:14.002,Unit #032,-65.00,108582,3709,5290,13,2014-04-08 03:05:33.780,2014-04-08 03:05:33.780,"09644e20-4222-4b34-bb76-b3113e0ea242",false,48605,"4000",false,,false,,,93600
2014-03-08 16:16:14.002,Cash,15.00,108585,3709,5290,13,2014-04-08 03:05:33.838,2014-04-08 03:05:33.838,"5d6586fc-b7f3-4ac3-808e-fe8d2d3a69ec",false,48606,"1000",false,,false,,,93601
2014-03-08 16:16:14.002,LF,-15.00,108583,3709,5290,13,2014-04-08 03:05:33.849,2014-04-08 03:05:33.849,"6131044c-e721-46b9-880d-33d1cdacadd0",false,48606,"4052",false,,false,,,93602
2014-04-08 03:05:34.281,Mastercard XXXX6425,42.50,108584,3709,5290,13,2014-04-08 03:05:34.284,2014-04-08 03:05:34.284,f820beca-6520-456c-8707-c4e1737d9485,false,48607,"1021",false,,false,,,93603
2014-04-08 03:05:34.281,IMPORT-LATE1,-42.50,108575,3709,5290,13,2014-04-08 03:05:34.294,2014-04-08 03:05:34.294,c246dbd3-5a9f-4c9c-bb9f-4a1e4dd06023,false,48607,"4052",false,,false,,,93604
2014-04-08 03:05:34.353,Cash,2.50,108585,3709,5290,13,2014-04-08 03:05:34.356,2014-04-08 03:05:34.356,"7670d065-91e0-427f-8011-48080b29e0dc",false,48608,"1000",false,,false,,,93605
2014-04-08 03:05:34.353,IMPORT-LATE1,-2.50,108575,3709,5290,13,2014-04-08 03:05:34.364,2014-04-08 03:05:34.364,e0170bdb-c90d-4e53-8570-ce7763bd82cb,false,48608,"4052",false,,false,,,93606
2014-02-10 15:10:18.926,Mastercard XXXX6329,65.00,108590,3710,5292,13,2014-04-08 03:05:34.723,2014-04-08 03:05:34.723,"03c96782-a24f-4f09-9d2e-6cad0ca546c7",false,48609,"1021",false,,false,,,93607
2014-02-10 15:10:18.926,Unit #034,-65.00,108589,3710,5292,13,2014-04-08 03:05:34.810,2014-04-08 03:05:34.810,bd378bf6-1336-4843-a9fa-0ef0a3155363,false,48609,"4000",false,,false,,,93608
2014-03-11 17:56:50.300,Mastercard XXXX4016,65.00,108593,3710,5292,13,2014-04-08 03:05:34.916,2014-04-08 03:05:34.916,"340847bf-d213-48c1-b9a1-ff6accc5447f",false,48610,"1021",false,,false,,,93609
2014-03-11 17:56:50.300,Unit #034,-65.00,108591,3710,5292,13,2014-04-08 03:05:34.927,2014-04-08 03:05:34.927,c3c81da9-9ee7-4e3a-98bc-4ce112a13041,false,48610,"4000",false,,false,,,93610
2014-03-11 17:56:50.300,Mastercard XXXX4016,15.00,108593,3710,5292,13,2014-04-08 03:05:34.987,2014-04-08 03:05:34.987,fb2abd67-e501-4fde-91fe-504e9e95d086,false,48611,"1021",false,,false,,,93611
2014-03-11 17:56:50.300,LF,-15.00,108592,3710,5292,13,2014-04-08 03:05:34.998,2014-04-08 03:05:34.998,"28cc1b3e-e0c9-435e-a7e9-77e06d0a7b9e",false,48611,"4052",false,,false,,,93612
2014-02-10 20:32:25.962,Mastercard XXXX3489,65.00,108599,3711,5293,13,2014-04-08 03:05:35.605,2014-04-08 03:05:35.605,c9431b0c-07d9-4488-8a49-6b9ab57e49ce,false,48612,"1021",false,,false,,,93613
2014-02-10 20:32:25.962,Unit #035,-65.00,108596,3711,5293,13,2014-04-08 03:05:35.616,2014-04-08 03:05:35.616,"350f2d17-4f82-4d1f-9587-b99d8462c9ce",false,48612,"4000",false,,false,,,93614
2014-03-01 22:02:35.312,Mastercard XXXX3489,65.00,108601,3711,5293,13,2014-04-08 03:05:35.805,2014-04-08 03:05:35.805,"889586a8-cb11-48a6-a22c-7db43559a209",false,48614,"1021",false,,false,,,93615
2014-03-01 22:02:35.312,Unit #035,-65.00,108600,3711,5293,13,2014-04-08 03:05:35.816,2014-04-08 03:05:35.816,ee1d3dc7-2c6a-4c3a-a057-272570a19bfd,false,48614,"4000",false,,false,,,93616
2014-03-05 19:00:20.129,Mastercard XXXX8049,65.00,108613,3712,5294,13,2014-04-08 03:05:36.967,2014-04-08 03:05:36.967,"193d077a-46ae-4f51-8de6-1b36fe1c09f3",false,48618,"1021",false,,false,,,93617
2014-03-05 19:00:20.129,Unit #036,-65.00,108604,3712,5294,13,2014-04-08 03:05:36.977,2014-04-08 03:05:36.977,"0c23a78a-9641-4f2b-8779-47f2780cb086",false,48618,"4000",false,,false,,,93618
2014-03-05 19:00:20.129,Mastercard XXXX8049,15.00,108613,3712,5294,13,2014-04-08 03:05:37.112,2014-04-08 03:05:37.112,"87a6bc1f-8988-400b-b056-c16904ea1578",false,48619,"1021",false,,false,,,93619
2014-03-05 19:00:20.129,LF,-15.00,108607,3712,5294,13,2014-04-08 03:05:37.123,2014-04-08 03:05:37.123,e858b61e-b46a-41dc-ba1e-c9ef6fdbe262,false,48619,"4052",false,,false,,,93620
2014-03-05 19:00:20.129,Mastercard XXXX8049,65.00,108613,3712,5294,13,2014-04-08 03:05:37.185,2014-04-08 03:05:37.185,c18333dd-f1ac-4631-a639-6490571e1a4b,false,48620,"1021",false,,false,,,93621
2014-03-05 19:00:20.129,Unit #036,-65.00,108612,3712,5294,13,2014-04-08 03:05:37.196,2014-04-08 03:05:37.196,"323f3b62-dd1e-4d44-b3bf-13e0287c1cb5",false,48620,"4000",false,,false,,,93622
2014-03-04 21:50:16.223,Visa XXXX7103,65.00,108626,3713,5295,13,2014-04-08 03:05:38.451,2014-04-08 03:05:38.451,e188e6cc-303f-41f0-8c6f-bfecf881c03c,false,48625,"1020",false,,false,,,93625
2014-03-04 21:50:16.223,Unit #037,-65.00,108625,3713,5295,13,2014-04-08 03:05:38.462,2014-04-08 03:05:38.462,"675ea1ee-a822-4cdc-acdd-8fdc5b688d50",false,48625,"4000",false,,false,,,93626
2014-04-02 21:04:46.023,Visa XXXX7103,65.00,108629,3713,5295,13,2014-04-08 03:05:38.564,2014-04-08 03:05:38.564,c05f234d-8ca7-4861-acb3-02df1ea98753,false,48626,"1020",false,,false,,,93627
2014-04-02 21:04:46.023,Unit #037,-65.00,108627,3713,5295,13,2014-04-08 03:05:38.575,2014-04-08 03:05:38.575,ec7a4a09-0684-4cfa-93c1-d439a92bc5f6,false,48626,"4000",false,,false,,,93628
2014-03-10 14:33:14.502,Cash,80.00,108640,3714,5296,13,2014-04-08 03:05:39.747,2014-04-08 03:05:39.747,"2fbd6405-65ae-484c-8c4c-84c262df70b1",false,48630,"1000",false,,false,,,93631
2014-03-10 14:33:14.502,Unit #038,-80.00,108639,3714,5296,13,2014-04-08 03:05:39.758,2014-04-08 03:05:39.758,"61c68907-dbb5-4e12-8fbb-7001bc4cf065",false,48630,"4000",false,,false,,,93632
2014-02-03 21:26:04.310,Visa XXXX2320,50.00,108645,3715,5297,13,2014-04-08 03:05:40.555,2014-04-08 03:05:40.555,"7e7d6c48-ddab-48dd-b64c-7773137f3421",false,48631,"1020",false,,false,,,93633
2014-02-03 21:26:04.310,Unit #039,-50.00,108644,3715,5297,13,2014-04-08 03:05:40.566,2014-04-08 03:05:40.566,ea2923bb-67f2-4411-8632-9b8cafa35537,false,48631,"4000",false,,false,,,93634
2014-03-01 22:02:20.967,Visa XXXX2320,50.00,108651,3715,5297,13,2014-04-08 03:05:40.862,2014-04-08 03:05:40.862,"36e28c6e-39b7-40b4-86f1-2d21a35abdd6",false,48634,"1020",false,,false,,,93635
2014-03-01 22:02:20.967,Unit #039,-50.00,108650,3715,5297,13,2014-04-08 03:05:40.873,2014-04-08 03:05:40.873,c715b084-c416-478d-9a5e-572d3b3f5886,false,48634,"4000",false,,false,,,93636
2014-04-02 21:04:54.105,Visa XXXX2320,50.00,108654,3715,5297,13,2014-04-08 03:05:40.976,2014-04-08 03:05:40.976,"67b74be8-d1dd-46a8-9e97-86e6a554335c",false,48635,"1020",false,,false,,,93637
2014-04-02 21:04:54.105,Unit #039,-50.00,108652,3715,5297,13,2014-04-08 03:05:40.986,2014-04-08 03:05:40.986,e4e3d6ab-7546-4d13-a869-4b13dc87c08a,false,48635,"4000",false,,false,,,93638
2014-03-03 22:08:10.864,Check #1861,65.00,108663,3716,5298,13,2014-04-08 03:05:42.103,2014-04-08 03:05:42.103,"310e82a8-8a5a-489e-971e-d17b15935ecc",false,48639,"1001",false,,false,,,93641
2014-03-03 22:08:10.864,Unit #040,-65.00,108662,3716,5298,13,2014-04-08 03:05:42.114,2014-04-08 03:05:42.114,fd4188d8-e1c3-43d4-98c3-1238c0bc83d8,false,48639,"4000",false,,false,,,93642
2014-03-27 14:37:06.851,Check #1867,65.00,108665,3716,5298,13,2014-04-08 03:05:42.290,2014-04-08 03:05:42.290,"0d5b28f8-03e3-44c7-854f-b5a4a62e2ce4",false,48640,"1001",false,,false,,,93643
2014-03-27 14:37:06.851,Unit #040,-65.00,108664,3716,5298,13,2014-04-08 03:05:42.301,2014-04-08 03:05:42.301,ffa93eed-1a3e-4b62-9b1c-47f8e9e8aa2d,false,48640,"4000",false,,false,,,93644
2014-02-03 21:27:58.103,Mastercard XXXX2213,60.00,108668,3717,5299,13,2014-04-08 03:05:42.914,2014-04-08 03:05:42.914,d6e6ab7a-6282-4e65-be4f-171790836905,false,48641,"1021",false,,false,,,93645
2014-02-03 21:27:58.103,Unit #041,-60.00,108667,3717,5299,13,2014-04-08 03:05:42.925,2014-04-08 03:05:42.925,e62e49c9-335d-4093-b2c5-08bb46d9c31b,false,48641,"4000",false,,false,,,93646
2014-03-05 17:19:40.190,Mastercard XXXX0696,60.00,108670,3717,5299,13,2014-04-08 03:05:43.028,2014-04-08 03:05:43.028,"4b8ca5d9-620d-420c-94cb-4c36c5c6de91",false,48642,"1021",false,,false,,,93647
2014-03-05 17:19:40.190,Unit #041,-60.00,108669,3717,5299,13,2014-04-08 03:05:43.039,2014-04-08 03:05:43.039,"7b465489-3cd0-408c-8e39-13c89b1ece8f",false,48642,"4000",false,,false,,,93648
2014-04-02 21:04:32.023,Mastercard XXXX0696,60.00,108672,3717,5299,13,2014-04-08 03:05:43.146,2014-04-08 03:05:43.146,"81ca3d2c-d094-4f82-ad0e-8cb624aa7984",false,48643,"1021",false,,false,,,93649
2014-04-02 21:04:32.023,Unit #041,-60.00,108671,3717,5299,13,2014-04-08 03:05:43.158,2014-04-08 03:05:43.158,b8085f3b-8b3e-47fb-bf56-8a54af257dc3,false,48643,"4000",false,,false,,,93650
2014-02-18 20:19:18.133,Check #1319,160.00,108679,3718,5300,13,2014-04-08 03:05:44.223,2014-04-08 03:05:44.223,"0b2b622a-276f-4f00-b348-41ba2313e7c4",false,48644,"1001",false,,false,,,93651
2014-02-18 20:19:18.133,Unit #042,-160.00,108674,3718,5300,13,2014-04-08 03:05:44.237,2014-04-08 03:05:44.237,"7d18a423-0d65-4ae5-a530-7ea2e3efc015",false,48644,"4000",false,,false,,,93652
2014-03-14 14:49:15.142,Check #1321,35.00,108687,3718,5300,13,2014-04-08 03:05:44.528,2014-04-08 03:05:44.528,e98b01c1-0fcd-4ae3-8b78-44103ac08f98,false,48647,"1001",false,,false,,,93653
2014-03-14 14:49:15.142,Unit #042,-35.00,108674,3718,5300,13,2014-04-08 03:05:44.538,2014-04-08 03:05:44.538,"49506e90-0d50-457b-b36e-b0048d9dbe63",false,48647,"4000",false,,false,,,93654
2014-03-14 14:49:15.142,Check #1321,45.00,108687,3718,5300,13,2014-04-08 03:05:44.725,2014-04-08 03:05:44.725,"4afbca05-3027-440d-939f-b343ca4327e9",false,48648,"1001",false,,false,,,93655
2014-03-14 14:49:15.142,IMPORT-LATE1,-45.00,108677,3718,5300,13,2014-04-08 03:05:44.737,2014-04-08 03:05:44.737,"7a8f076f-e8c5-4581-aa89-665f3c819158",false,48648,"4052",false,,false,,,93656
2014-03-14 14:49:15.142,Check #1321,65.00,108687,3718,5300,13,2014-04-08 03:05:44.801,2014-04-08 03:05:44.801,"8f584711-c602-4e6f-b971-498b17ca9176",false,48649,"1001",false,,false,,,93657
2014-03-14 14:49:15.142,Unit #042,-65.00,108678,3718,5300,13,2014-04-08 03:05:44.813,2014-04-08 03:05:44.813,f5b572ff-be22-47aa-b35f-100c1ec486a5,false,48649,"4000",false,,false,,,93658
2014-03-14 14:49:15.142,Check #1321,15.00,108687,3718,5300,13,2014-04-08 03:05:44.877,2014-04-08 03:05:44.877,"398ce0bf-014c-444e-a492-d89cba624f09",false,48650,"1001",false,,false,,,93659
2014-03-14 14:49:15.142,LF,-15.00,108685,3718,5300,13,2014-04-08 03:05:44.889,2014-04-08 03:05:44.889,"916a3e4a-34a2-4906-8302-bb40e09e064a",false,48650,"4052",false,,false,,,93660
2014-02-03 20:24:41.486,Mastercard XXXX6902,55.00,108700,3720,5302,13,2014-04-08 03:05:46.196,2014-04-08 03:05:46.196,"5a822aeb-eaa3-4a35-9105-e38b364c454d",false,48651,"1021",false,,false,,,93661
2014-02-03 20:24:41.486,Unit #044,-55.00,108699,3720,5302,13,2014-04-08 03:05:46.207,2014-04-08 03:05:46.207,"31e0a5ed-bd54-4cf7-a672-a85118a1be14",false,48651,"4000",false,,false,,,93662
2014-03-01 14:43:50.753,Mastercard XXXX6902,55.00,108702,3720,5302,13,2014-04-08 03:05:46.310,2014-04-08 03:05:46.310,"1cce257a-af8e-4cc7-afa1-a4154cd6c47f",false,48652,"1021",false,,false,,,93663
2014-03-01 14:43:50.753,Unit #044,-55.00,108701,3720,5302,13,2014-04-08 03:05:46.321,2014-04-08 03:05:46.321,ac216b33-cf4d-4e4a-be33-62383eaa78d7,false,48652,"4000",false,,false,,,93664
2014-03-29 13:52:31.645,Mastercard XXXX6902,55.00,108704,3720,5302,13,2014-04-08 03:05:46.499,2014-04-08 03:05:46.499,"6dd42992-8fab-4de5-8609-f1e0256b1f7d",false,48653,"1021",false,,false,,,93665
2014-03-29 13:52:31.645,Unit #044,-55.00,108703,3720,5302,13,2014-04-08 03:05:46.511,2014-04-08 03:05:46.511,"0d7552c1-b1ad-4220-87ff-7d86a187d816",false,48653,"4000",false,,false,,,93666
2014-04-01 16:34:00.252,Cash,55.00,108730,3722,5304,13,2014-04-08 03:05:48.351,2014-04-08 03:05:48.351,"7e393d88-5e76-423d-8500-e40654f07a30",false,48657,"1000",false,,false,,,93667
2014-04-01 16:34:00.252,Unit #046,-55.00,108714,3722,5304,13,2014-04-08 03:05:48.363,2014-04-08 03:05:48.363,"3dfaaab5-98dc-46be-9055-d1f913e6d64c",false,48657,"4000",false,,false,,,93668
2014-04-01 16:34:00.252,Cash,15.00,108730,3722,5304,13,2014-04-08 03:05:48.474,2014-04-08 03:05:48.474,"8764b20d-fe8d-4243-b1a9-de28350c0363",false,48658,"1000",false,,false,,,93669
2014-04-01 16:34:00.252,IMPORT-LATE1,-15.00,108717,3722,5304,13,2014-04-08 03:05:48.486,2014-04-08 03:05:48.486,"492f4f83-db16-4ed5-806b-ec38ce3bea4e",false,48658,"4052",false,,false,,,93670
2014-04-01 16:34:00.252,Cash,55.00,108730,3722,5304,13,2014-04-08 03:05:48.550,2014-04-08 03:05:48.550,"222963f4-a394-4c0c-8676-f4152f2e37b3",false,48659,"1000",false,,false,,,93671
2014-04-01 16:34:00.252,Unit #046,-55.00,108718,3722,5304,13,2014-04-08 03:05:48.562,2014-04-08 03:05:48.562,d1a00492-c0b0-4002-9390-ecc06d433b5b,false,48659,"4000",false,,false,,,93672
2014-04-01 16:34:00.252,Cash,15.00,108730,3722,5304,13,2014-04-08 03:05:48.622,2014-04-08 03:05:48.622,f2c3dc57-5a31-45cf-b0c3-433c99317f23,false,48660,"1000",false,,false,,,93673
2014-04-01 16:34:00.252,LF,-15.00,108721,3722,5304,13,2014-04-08 03:05:48.634,2014-04-08 03:05:48.634,"2bc1ecbb-f14a-4928-8258-d6fb41a716cd",false,48660,"4052",false,,false,,,93674
2014-04-01 16:34:00.252,Cash,55.00,108730,3722,5304,13,2014-04-08 03:05:48.698,2014-04-08 03:05:48.698,"1575bd17-9e94-4a93-8b31-eb20c12fee96",false,48661,"1000",false,,false,,,93675
2014-04-01 16:34:00.252,Unit #046,-55.00,108726,3722,5304,13,2014-04-08 03:05:48.709,2014-04-08 03:05:48.709,"891d9663-25c7-40bc-a735-7699a4671298",false,48661,"4000",false,,false,,,93676
2014-04-01 16:34:00.252,Cash,15.00,108730,3722,5304,13,2014-04-08 03:05:48.846,2014-04-08 03:05:48.846,b8f05f27-3315-4da6-b561-3699b48be771,false,48662,"1000",false,,false,,,93677
2014-04-01 16:34:00.252,LF,-15.00,108727,3722,5304,13,2014-04-08 03:05:48.858,2014-04-08 03:05:48.858,b92acad0-1842-485e-8398-2d7a14d94ab0,false,48662,"4052",false,,false,,,93678
2014-04-01 16:34:00.252,Cash,55.00,108730,3722,5304,13,2014-04-08 03:05:48.922,2014-04-08 03:05:48.922,"6c21be4f-b6bf-4892-ac40-b9b1e7c546d1",false,48663,"1000",false,,false,,,93679
2014-04-01 16:34:00.252,Unit #046,-55.00,108728,3722,5304,13,2014-04-08 03:05:48.933,2014-04-08 03:05:48.933,"5a7e5ad3-b148-48f9-a860-d1a2b92df22c",false,48663,"4000",false,,false,,,93680
2014-04-01 16:34:00.241,Cash,65.00,108746,3722,5351,13,2014-04-08 03:05:50.300,2014-04-08 03:05:50.300,bf3dd7a2-0c47-4d37-a6c8-72c63b317cbd,false,48667,"1000",false,,false,,,93681
2014-04-01 16:34:00.241,Unit #097,-65.00,108732,3722,5351,13,2014-04-08 03:05:50.312,2014-04-08 03:05:50.312,"979f92fa-9c28-41f2-b21c-204a78003ae0",false,48667,"4000",false,,false,,,93682
2014-04-01 16:34:00.241,Cash,15.00,108746,3722,5351,13,2014-04-08 03:05:50.374,2014-04-08 03:05:50.374,"9e0ac840-9e20-4859-ab96-a7a7f65562cb",false,48668,"1000",false,,false,,,93683
2014-04-01 16:34:00.241,IMPORT-LATE1,-15.00,108733,3722,5351,13,2014-04-08 03:05:50.390,2014-04-08 03:05:50.390,f582642e-e0e4-4d06-bc20-3ca67a1847fe,false,48668,"4052",false,,false,,,93684
2014-04-01 16:34:00.241,Cash,65.00,108746,3722,5351,13,2014-04-08 03:05:50.538,2014-04-08 03:05:50.538,"52e92a5e-6ed0-45c5-bf4f-33738852c600",false,48669,"1000",false,,false,,,93685
2014-04-01 16:34:00.241,Unit #097,-65.00,108734,3722,5351,13,2014-04-08 03:05:50.551,2014-04-08 03:05:50.551,"998ff534-c2ef-4f89-971d-1ca73bcde61d",false,48669,"4000",false,,false,,,93686
2014-04-01 16:34:00.241,Cash,15.00,108746,3722,5351,13,2014-04-08 03:05:50.618,2014-04-08 03:05:50.618,"3aae031e-e6fa-4ac8-93e2-4ed669eb6bcd",false,48670,"1000",false,,false,,,93687
2014-04-01 16:34:00.241,LF,-15.00,108737,3722,5351,13,2014-04-08 03:05:50.630,2014-04-08 03:05:50.630,"1d5e8136-289a-46ba-be1b-d9e7b1f073e9",false,48670,"4052",false,,false,,,93688
2014-04-01 16:34:00.241,Cash,65.00,108746,3722,5351,13,2014-04-08 03:05:50.698,2014-04-08 03:05:50.698,"9a32342d-acd3-414d-960c-d7fd5f85a490",false,48671,"1000",false,,false,,,93689
2014-04-01 16:34:00.241,Unit #097,-65.00,108742,3722,5351,13,2014-04-08 03:05:50.710,2014-04-08 03:05:50.710,dd7427e4-a208-4379-9311-aa9ec31668c2,false,48671,"4000",false,,false,,,93690
2014-04-01 16:34:00.241,Cash,15.00,108746,3722,5351,13,2014-04-08 03:05:50.774,2014-04-08 03:05:50.774,e8c654f4-ceed-41e6-92d2-182c54bb064f,false,48672,"1000",false,,false,,,93691
2014-04-01 16:34:00.241,LF,-15.00,108743,3722,5351,13,2014-04-08 03:05:50.785,2014-04-08 03:05:50.785,b9590b29-904c-4cb6-8b9e-aa3c3b1aaeda,false,48672,"4052",false,,false,,,93692
2014-04-01 16:34:00.241,Cash,65.00,108746,3722,5351,13,2014-04-08 03:05:50.850,2014-04-08 03:05:50.850,"18a9351e-f6f3-4f51-bad1-0a15670a33ee",false,48673,"1000",false,,false,,,93693
2014-04-01 16:34:00.241,Unit #097,-65.00,108744,3722,5351,13,2014-04-08 03:05:50.862,2014-04-08 03:05:50.862,"44361b06-cc68-4041-b055-a759b9b57744",false,48673,"4000",false,,false,,,93694
2014-02-17 15:47:24.352,Check #0000995667,55.00,108751,3723,5305,13,2014-04-08 03:05:51.819,2014-04-08 03:05:51.819,"1a0b67ae-a5fc-44a7-aa7e-2df0caef66b3",false,48675,"1001",false,,false,,,93697
2014-02-17 15:47:24.352,Unit #048,-55.00,108750,3723,5305,13,2014-04-08 03:05:51.831,2014-04-08 03:05:51.831,"44464a53-e9f7-47b8-b61c-9e913cede7fa",false,48675,"4000",false,,false,,,93698
2014-03-17 16:21:43.774,Check #0000995675,55.00,108753,3723,5305,13,2014-04-08 03:05:51.935,2014-04-08 03:05:51.935,"5bf6bcc5-0cef-4281-ba1d-8789eced2893",false,48676,"1001",false,,false,,,93699
2014-03-17 16:21:43.774,Unit #048,-55.00,108752,3723,5305,13,2014-04-08 03:05:51.946,2014-04-08 03:05:51.946,c9edaf49-4b2e-44dd-b8d1-2142a18ca0a9,false,48676,"4000",false,,false,,,93700
2014-02-10 20:34:18.856,Visa XXXX0836,55.00,108758,3724,5306,13,2014-04-08 03:05:52.713,2014-04-08 03:05:52.713,"69eb40e2-db21-4333-8d93-6cb934c770d6",false,48677,"1020",false,,false,,,93701
2014-02-10 20:34:18.856,Unit #049,-55.00,108755,3724,5306,13,2014-04-08 03:05:52.725,2014-04-08 03:05:52.725,"84814bbd-1d6f-428e-b0c2-afc592f6c393",false,48677,"4000",false,,false,,,93702
2014-03-10 14:49:44.154,Visa XXXX0836,55.00,108764,3724,5306,13,2014-04-08 03:05:53.192,2014-04-08 03:05:53.192,"8b942afe-57f2-40c2-8c51-3071bc01b844",false,48681,"1020",false,,false,,,93703
2014-03-10 14:49:44.154,Unit #049,-55.00,108763,3724,5306,13,2014-04-08 03:05:53.203,2014-04-08 03:05:53.203,"0b373fde-0c3f-450e-8274-aee15e6660dd",false,48681,"4000",false,,false,,,93704
2014-04-05 15:31:52.181,Visa XXXX0836,55.00,108767,3724,5306,13,2014-04-08 03:05:53.312,2014-04-08 03:05:53.312,"8d5f1f05-f7b3-49d1-a8a2-4540eee4181c",false,48682,"1020",false,,false,,,93705
2014-04-05 15:31:52.181,Unit #049,-55.00,108765,3724,5306,13,2014-04-08 03:05:53.323,2014-04-08 03:05:53.323,"7136f055-7c2d-441b-b371-242acc584570",false,48682,"4000",false,,false,,,93706
2014-03-26 20:26:44.844,Check #4447,55.00,108782,3725,5308,13,2014-04-08 03:05:54.873,2014-04-08 03:05:54.873,a63974b5-c9e9-4beb-9ba4-00ff02855483,false,48688,"1001",false,,false,,,93709
2014-03-26 20:26:44.844,Unit #051,-55.00,108775,3725,5308,13,2014-04-08 03:05:54.884,2014-04-08 03:05:54.884,bae8c60f-a99b-4529-a109-7c91eebcd8b0,false,48688,"4000",false,,false,,,93710
2014-03-26 20:26:44.844,Check #4447,55.00,108782,3725,5308,13,2014-04-08 03:05:54.948,2014-04-08 03:05:54.948,"4af423f1-1e95-463d-a03c-6a1e7c6184a7",false,48689,"1001",false,,false,,,93711
2014-03-26 20:26:44.844,Unit #051,-55.00,108777,3725,5308,13,2014-04-08 03:05:54.960,2014-04-08 03:05:54.960,e7567158-c16f-4e40-9b2e-64ae6ab41116,false,48689,"4000",false,,false,,,93712
2014-03-26 20:26:44.844,Check #4447,55.00,108782,3725,5308,13,2014-04-08 03:05:55.025,2014-04-08 03:05:55.025,"8a8f83b0-aa41-47a5-a6cd-3011b6f868f5",false,48690,"1001",false,,false,,,93713
2014-03-26 20:26:44.844,Unit #051,-55.00,108778,3725,5308,13,2014-04-08 03:05:55.114,2014-04-08 03:05:55.114,"4f48a7cd-0502-41ec-9741-3a52c723c86f",false,48690,"4000",false,,false,,,93714
2014-02-20 16:03:58.757,Check #185,55.00,108788,3726,5309,13,2014-04-08 03:05:56.121,2014-04-08 03:05:56.121,"7ae8c053-cf67-40d4-ae06-9ab3e3a7bb9f",false,48692,"1001",false,,false,,,93715
2014-02-20 16:03:58.757,Unit #052,-55.00,108784,3726,5309,13,2014-04-08 03:05:56.133,2014-04-08 03:05:56.133,"2ca8c79d-48c7-4730-8ff1-8f705aeefb08",false,48692,"4000",false,,false,,,93716
2014-02-20 16:04:20.180,Cash,15.00,108789,3726,5309,13,2014-04-08 03:05:56.316,2014-04-08 03:05:56.316,"6a4a521c-6547-4fa5-bb25-13467afde6a5",false,48693,"1000",false,,false,,,93717
2014-02-20 16:04:20.180,LF,-15.00,108787,3726,5309,13,2014-04-08 03:05:56.327,2014-04-08 03:05:56.327,"137941cd-95ce-4d70-9642-6f8ec765ed2f",false,48693,"4052",false,,false,,,93718
2014-03-08 15:37:49.741,Visa XXXX7810,55.00,108791,3726,5309,13,2014-04-08 03:05:56.433,2014-04-08 03:05:56.433,"20d7a1fd-a95f-415e-95b7-736252442234",false,48694,"1020",false,,false,,,93719
2014-03-08 15:37:49.741,Unit #052,-55.00,108790,3726,5309,13,2014-04-08 03:05:56.445,2014-04-08 03:05:56.445,e2ac4467-d68c-441d-b807-3bdb33e05904,false,48694,"4000",false,,false,,,93720
2014-04-02 01:35:49.537,Visa XXXX7810,55.00,108793,3726,5309,13,2014-04-08 03:05:56.550,2014-04-08 03:05:56.550,"31387fe7-b0e5-4391-8942-66a7a82bf1b4",false,48695,"1020",false,,false,,,93721
2014-04-02 01:35:49.537,Unit #052,-55.00,108792,3726,5309,13,2014-04-08 03:05:56.562,2014-04-08 03:05:56.562,"7a5e9f99-ad01-4290-9fd7-3ae24d411bb9",false,48695,"4000",false,,false,,,93722
2014-02-10 20:42:21.479,Check #1637,55.00,108798,3727,5310,13,2014-04-08 03:05:57.466,2014-04-08 03:05:57.466,c0703054-ec99-44b3-9eff-4422c756e830,false,48696,"1001",false,,false,,,93723
